Appendable_ThreadSafe @ AbstractAgiCommand.java:92: 2 Unique Traces, 4 Redundant Traces, 2 Preserved, 4 Remained 
Collections_SortBeforeBinarySearch @ ByteCodeElement.java:160: 2 Unique Traces, 15 Redundant Traces, 2 Preserved, 15 Remained 
Collections_SortBeforeBinarySearch @ COWArrayList.java:132: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ Category.java:73: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ ChainedModelFilter.java:21: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ ClassFile.java:611: 36 Unique Traces, 187 Redundant Traces, 19 Preserved, 36 Remained 
Collections_SortBeforeBinarySearch @ ClassFile.java:673: 48 Unique Traces, 192 Redundant Traces, 11 Preserved, 15 Remained 
Collections_SortBeforeBinarySearch @ ClassFile.java:770: 3 Unique Traces, 237 Redundant Traces, 1 Preserved, 61 Remained 
Collections_SortBeforeBinarySearch @ ClassicEnvUtil.java:52: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ ClasspathHelper.java:114: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ CodeAttribute.java:116: 4 Unique Traces, 3791 Redundant Traces, 1 Preserved, 219 Remained 
Collections_SortBeforeBinarySearch @ CollectionErasureMatcher.java:53: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Collections_SortBeforeBinarySearch @ CompositeMappingStrategy.java:84: 1 Unique Traces, 6 Redundant Traces, 1 Preserved, 6 Remained 
Collections_SortBeforeBinarySearch @ CompoundList.java:47: 1 Unique Traces, 31 Redundant Traces, 1 Preserved, 8 Remained 
Collections_SortBeforeBinarySearch @ CompoundList.java:66: 1 Unique Traces, 39 Redundant Traces, 1 Preserved, 30 Remained 
Collections_SortBeforeBinarySearch @ CompoundList.java:82: 1 Unique Traces, 162 Redundant Traces, 1 Preserved, 7 Remained 
Collections_SortBeforeBinarySearch @ ConfigurationBuilder.java:75: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ ConfigurationWatchList.java:62: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ ConfigurationWatchList.java:63: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ ConstructorStrategy.java:198: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Collections_SortBeforeBinarySearch @ ContextUtil.java:72: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ ElementMatcher.java:134: 1 Unique Traces, 133 Redundant Traces, 1 Preserved, 17 Remained 
Collections_SortBeforeBinarySearch @ ElementMatcher.java:136: 2 Unique Traces, 278 Redundant Traces, 2 Preserved, 21 Remained 
Collections_SortBeforeBinarySearch @ ElementMatcher.java:202: 2 Unique Traces, 25 Redundant Traces, 2 Preserved, 25 Remained 
Collections_SortBeforeBinarySearch @ ElementMatcher.java:204: 2 Unique Traces, 75 Redundant Traces, 2 Preserved, 13 Remained 
Collections_SortBeforeBinarySearch @ ElementMatchers.java:602: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Collections_SortBeforeBinarySearch @ ElementPath.java:33: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Collections_SortBeforeBinarySearch @ ElementPath.java:52: 3 Unique Traces, 30 Redundant Traces, 3 Preserved, 30 Remained 
Collections_SortBeforeBinarySearch @ ElementPath.java:59: 1 Unique Traces, 5 Redundant Traces, 1 Preserved, 5 Remained 
Collections_SortBeforeBinarySearch @ ElementPath.java:97: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Collections_SortBeforeBinarySearch @ EventBuilderImpl.java:147: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ EventBuilderImpl.java:223: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ ExceptionTable.java:66: 2 Unique Traces, 5 Redundant Traces, 2 Preserved, 5 Remained 
Collections_SortBeforeBinarySearch @ FastAgiReader.java:53: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ FastAgiReader.java:96: 2 Unique Traces, 1 Redundant Traces, 1 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ FieldInfo.java:278: 1 Unique Traces, 351 Redundant Traces, 1 Preserved, 17 Remained 
Collections_SortBeforeBinarySearch @ FieldRegistry.java:122: 1 Unique Traces, 30 Redundant Traces, 1 Preserved, 24 Remained 
Collections_SortBeforeBinarySearch @ FieldRegistry.java:139: 2 Unique Traces, 20 Redundant Traces, 2 Preserved, 20 Remained 
Collections_SortBeforeBinarySearch @ FilterBuilder.java:92: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Collections_SortBeforeBinarySearch @ FilterableList.java:126: 12 Unique Traces, 243 Redundant Traces, 5 Preserved, 49 Remained 
Collections_SortBeforeBinarySearch @ JavassistHelper.java:72: 1 Unique Traces, 239 Redundant Traces, 1 Preserved, 18 Remained 
Collections_SortBeforeBinarySearch @ ListenerManagerTest.java:23: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ LockableList.java:48: 3 Unique Traces, 0 Redundant Traces, 3 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ Locker.java:237: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Collections_SortBeforeBinarySearch @ LogbackClassicDefaultNestedComponentRules.java:62: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ Logger.java:361: 6 Unique Traces, 17 Redundant Traces, 6 Preserved, 17 Remained 
Collections_SortBeforeBinarySearch @ LoggerFactory.java:149: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ ManagerConnectionImpl.java:967: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ ManagerConnectionImplTest.java:508: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ ManagerConnectionImplTest.java:534: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ ManagerReaderImpl.java:321: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ ManagerReaderImplTest.java:235: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ MethodAttributeAppender.java:118: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Collections_SortBeforeBinarySearch @ MethodAttributeAppender.java:129: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Collections_SortBeforeBinarySearch @ MethodAttributeAppender.java:474: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Collections_SortBeforeBinarySearch @ MethodCallProxy.java:408: 2 Unique Traces, 32 Redundant Traces, 2 Preserved, 26 Remained 
Collections_SortBeforeBinarySearch @ MethodConstant.java:141: 2 Unique Traces, 25 Redundant Traces, 1 Preserved, 1 Remained 
Collections_SortBeforeBinarySearch @ MethodDelegation.java:950: 2 Unique Traces, 2 Redundant Traces, 2 Preserved, 2 Remained 
Collections_SortBeforeBinarySearch @ MethodDelegationBinder.java:455: 4 Unique Traces, 126 Redundant Traces, 2 Preserved, 7 Remained 
Collections_SortBeforeBinarySearch @ MethodDelegationBinder.java:972: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ MethodDelegationBinder.java:1095: 2 Unique Traces, 68 Redundant Traces, 2 Preserved, 11 Remained 
Collections_SortBeforeBinarySearch @ MethodDescription.java:2002: 2 Unique Traces, 66 Redundant Traces, 2 Preserved, 4 Remained 
Collections_SortBeforeBinarySearch @ MethodInfo.java:568: 3 Unique Traces, 3792 Redundant Traces, 1 Preserved, 181 Remained 
Collections_SortBeforeBinarySearch @ MethodList.java:90: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Collections_SortBeforeBinarySearch @ MethodRegistry.java:503: 6 Unique Traces, 16 Redundant Traces, 6 Preserved, 16 Remained 
Collections_SortBeforeBinarySearch @ MethodVariableAccess.java:235: 1 Unique Traces, 7 Redundant Traces, 1 Preserved, 2 Remained 
Collections_SortBeforeBinarySearch @ Model.java:125: 2 Unique Traces, 2 Redundant Traces, 1 Preserved, 1 Remained 
Collections_SortBeforeBinarySearch @ ModelInterpretationContext.java:172: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ ModelInterpretationContext.java:183: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Collections_SortBeforeBinarySearch @ ModelInterpretationContext.java:205: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ MultipleParentClassLoader.java:354: 3 Unique Traces, 12 Redundant Traces, 3 Preserved, 4 Remained 
Collections_SortBeforeBinarySearch @ MultipleParentClassLoader.java:379: 4 Unique Traces, 21 Redundant Traces, 4 Preserved, 14 Remained 
Collections_SortBeforeBinarySearch @ OptionTokenizer.java:93: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Collections_SortBeforeBinarySearch @ ParameterList.java:96: 2 Unique Traces, 25 Redundant Traces, 2 Preserved, 25 Remained 
Collections_SortBeforeBinarySearch @ ParameterList.java:107: 3 Unique Traces, 1074 Redundant Traces, 3 Preserved, 64 Remained 
Collections_SortBeforeBinarySearch @ QueryFunction.java:58: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ ResponseBuilderImpl.java:85: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ SanityChecker.java:32: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ SaxEventInterpreter.java:138: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ SaxEventRecorder.java:126: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ Scanners.java:54: 1 Unique Traces, 239 Redundant Traces, 1 Preserved, 15 Remained 
Collections_SortBeforeBinarySearch @ Scanners.java:68: 1 Unique Traces, 239 Redundant Traces, 1 Preserved, 10 Remained 
Collections_SortBeforeBinarySearch @ SimpleRuleStore.java:58: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ SimpleRuleStore.java:132: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ StackManipulation.java:218: 5 Unique Traces, 136 Redundant Traces, 2 Preserved, 12 Remained 
Collections_SortBeforeBinarySearch @ StackManipulation.java:220: 8 Unique Traces, 905 Redundant Traces, 4 Preserved, 48 Remained 
Collections_SortBeforeBinarySearch @ StatusUtil.java:60: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ TargetMethodAnnotationDrivenBinder.java:85: 3 Unique Traces, 2 Redundant Traces, 1 Preserved, 1 Remained 
Collections_SortBeforeBinarySearch @ TokenStream.java:171: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Collections_SortBeforeBinarySearch @ Tokenizer.java:145: 2 Unique Traces, 3 Redundant Traces, 2 Preserved, 3 Remained 
Collections_SortBeforeBinarySearch @ Transformer.java:639: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Collections_SortBeforeBinarySearch @ TypeDescription.java:1908: 1 Unique Traces, 140 Redundant Traces, 1 Preserved, 13 Remained 
Collections_SortBeforeBinarySearch @ TypeList.java:303: 2 Unique Traces, 187 Redundant Traces, 2 Preserved, 48 Remained 
Collections_SortBeforeBinarySearch @ TypeList.java:336: 4 Unique Traces, 823 Redundant Traces, 4 Preserved, 121 Remained 
Collections_SortBeforeBinarySearch @ TypeList.java:347: 1 Unique Traces, 53 Redundant Traces, 1 Preserved, 12 Remained 
InputStream_ManipulateAfterClose @ GenericXMLConfigurator.java:73: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
InputStream_ManipulateAfterClose @ Reflections.java:233: 1 Unique Traces, 239 Redundant Traces, 1 Preserved, 38 Remained 
InputStream_MarkAfterClose @ GenericXMLConfigurator.java:73: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
InputStream_MarkAfterClose @ Reflections.java:233: 1 Unique Traces, 239 Redundant Traces, 1 Preserved, 25 Remained 
Iterator_HasNext @ ActionBuilderImpl.java:123: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_HasNext @ ActionBuilderImpl.java:157: 2 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Iterator_HasNext @ ActionBuilderImpl.java:175: 2 Unique Traces, 2 Redundant Traces, 2 Preserved, 2 Remained 
Iterator_HasNext @ ActionBuilderImpl.java:226: 6 Unique Traces, 9 Redundant Traces, 6 Preserved, 9 Remained 
Iterator_HasNext @ AgiRequestImpl.java:113: 6 Unique Traces, 18 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_HasNext @ AgiRequestImpl.java:460: 2 Unique Traces, 3 Redundant Traces, 2 Preserved, 3 Remained 
Iterator_HasNext @ AgiRequestImpl.java:477: 2 Unique Traces, 1 Redundant Traces, 2 Preserved, 1 Remained 
Iterator_HasNext @ AllArguments.java:206: 3 Unique Traces, 117 Redundant Traces, 3 Preserved, 40 Remained 
Iterator_HasNext @ AnnotationAppender.java:643: 1 Unique Traces, 98 Redundant Traces, 1 Preserved, 20 Remained 
Iterator_HasNext @ AnnotationAppender.java:699: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
Iterator_HasNext @ AnnotationAppender.java:743: 1 Unique Traces, 341 Redundant Traces, 1 Preserved, 47 Remained 
Iterator_HasNext @ AnnotationDescription.java:578: 4 Unique Traces, 78 Redundant Traces, 2 Preserved, 4 Remained 
Iterator_HasNext @ AnnotationList.java:104: 4 Unique Traces, 329 Redundant Traces, 3 Preserved, 34 Remained 
Iterator_HasNext @ AnnotationList.java:130: 2 Unique Traces, 32 Redundant Traces, 2 Preserved, 2 Remained 
Iterator_HasNext @ ArrayFactory.java:294: 3 Unique Traces, 194 Redundant Traces, 2 Preserved, 48 Remained 
Iterator_HasNext @ ArrayFactory.java:310: 3 Unique Traces, 117 Redundant Traces, 3 Preserved, 27 Remained 
Iterator_HasNext @ AttributeInfo.java:225: 3 Unique Traces, 249 Redundant Traces, 2 Preserved, 22 Remained 
Iterator_HasNext @ BasicStatusManager.java:85: 1 Unique Traces, 9 Redundant Traces, 1 Preserved, 9 Remained 
Iterator_HasNext @ ByteCodeAppender.java:139: 1 Unique Traces, 59 Redundant Traces, 1 Preserved, 12 Remained 
Iterator_HasNext @ ByteCodeAppender.java:155: 5 Unique Traces, 0 Redundant Traces, 5 Preserved, 0 Remained 
Iterator_HasNext @ ByteCodeElement.java:159: 3 Unique Traces, 41 Redundant Traces, 3 Preserved, 3 Remained 
Iterator_HasNext @ ChainedModelFilter.java:43: 6 Unique Traces, 9 Redundant Traces, 6 Preserved, 9 Remained 
Iterator_HasNext @ ClassFile.java:745: 4 Unique Traces, 476 Redundant Traces, 2 Preserved, 23 Remained 
Iterator_HasNext @ ClassInjector.java:115: 2 Unique Traces, 3 Redundant Traces, 2 Preserved, 3 Remained 
Iterator_HasNext @ ClassInjector.java:120: 2 Unique Traces, 3 Redundant Traces, 2 Preserved, 3 Remained 
Iterator_HasNext @ ClassInjector.java:242: 2 Unique Traces, 3 Redundant Traces, 2 Preserved, 3 Remained 
Iterator_HasNext @ ClassicEnvUtil.java:50: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_HasNext @ ClasspathHelper.java:396: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_HasNext @ CoherentEventFactory.java:42: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_HasNext @ CollectionErasureMatcher.java:52: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_HasNext @ CollectionItemMatcher.java:47: 3 Unique Traces, 284 Redundant Traces, 3 Preserved, 20 Remained 
Iterator_HasNext @ CollectionOneToOneMatcher.java:58: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_HasNext @ CollectionOneToOneMatcher.java:59: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_HasNext @ CompositeMappingStrategy.java:104: 2 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_HasNext @ ConfigurationBuilder.java:84: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_HasNext @ ConstructorStrategy.java:197: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 3 Remained 
Iterator_HasNext @ ContextInitializer.java:95: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_HasNext @ DefaultProcessor.java:142: 3 Unique Traces, 3 Redundant Traces, 3 Preserved, 3 Remained 
Iterator_HasNext @ DefaultProcessor.java:210: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_HasNext @ DefaultProcessor.java:252: 3 Unique Traces, 9 Redundant Traces, 3 Preserved, 9 Remained 
Iterator_HasNext @ DefaultProcessor.java:289: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Iterator_HasNext @ DynamicType.java:2962: 2 Unique Traces, 15 Redundant Traces, 2 Preserved, 15 Remained 
Iterator_HasNext @ DynamicType.java:5688: 2 Unique Traces, 20 Redundant Traces, 2 Preserved, 17 Remained 
Iterator_HasNext @ DynamicType.java:6089: 3 Unique Traces, 19 Redundant Traces, 3 Preserved, 19 Remained 
Iterator_HasNext @ DynamicType.java:6100: 3 Unique Traces, 19 Redundant Traces, 3 Preserved, 9 Remained 
Iterator_HasNext @ ElementMatcher.java:132: 1 Unique Traces, 413 Redundant Traces, 1 Preserved, 52 Remained 
Iterator_HasNext @ ElementMatcher.java:145: 6 Unique Traces, 1380 Redundant Traces, 1 Preserved, 86 Remained 
Iterator_HasNext @ ElementMatcher.java:200: 1 Unique Traces, 103 Redundant Traces, 1 Preserved, 16 Remained 
Iterator_HasNext @ ElementMatcher.java:213: 7 Unique Traces, 476 Redundant Traces, 4 Preserved, 26 Remained 
Iterator_HasNext @ ElementMatchers.java:345: 1 Unique Traces, 21 Redundant Traces, 1 Preserved, 7 Remained 
Iterator_HasNext @ ElementMatchers.java:601: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_HasNext @ EventAttributesHelper.java:47: 11 Unique Traces, 53 Redundant Traces, 11 Preserved, 52 Remained 
Iterator_HasNext @ EventBuilderImpl.java:55: 1 Unique Traces, 44 Redundant Traces, 1 Preserved, 5 Remained 
Iterator_HasNext @ EventBuilderImpl.java:138: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Iterator_HasNext @ EventBuilderImpl.java:215: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
Iterator_HasNext @ FastScannerRandomTest.java:69: 94 Unique Traces, 6 Redundant Traces, 94 Preserved, 6 Remained 
Iterator_HasNext @ FastScannerSpeedTest.java:34: 1 Unique Traces, 9 Redundant Traces, 1 Preserved, 9 Remained 
Iterator_HasNext @ FieldAttributeAppender.java:146: 1 Unique Traces, 30 Redundant Traces, 1 Preserved, 18 Remained 
Iterator_HasNext @ FieldLocator.java:323: 1 Unique Traces, 129 Redundant Traces, 1 Preserved, 66 Remained 
Iterator_HasNext @ FieldRegistry.java:133: 2 Unique Traces, 20 Redundant Traces, 2 Preserved, 10 Remained 
Iterator_HasNext @ FieldRegistry.java:257: 2 Unique Traces, 29 Redundant Traces, 2 Preserved, 8 Remained 
Iterator_HasNext @ FilterBuilder.java:99: 2 Unique Traces, 2164 Redundant Traces, 1 Preserved, 103 Remained 
Iterator_HasNext @ FilterableList.java:124: 15 Unique Traces, 586 Redundant Traces, 6 Preserved, 39 Remained 
Iterator_HasNext @ FilteredManagerListenerWrapper.java:29: 1 Unique Traces, 999 Redundant Traces, 1 Preserved, 61 Remained 
Iterator_HasNext @ Implementation.java:415: 1 Unique Traces, 49 Redundant Traces, 1 Preserved, 17 Remained 
Iterator_HasNext @ Implementation.java:1227: 6 Unique Traces, 16 Redundant Traces, 1 Preserved, 3 Remained 
Iterator_HasNext @ Implementation.java:1239: 3 Unique Traces, 19 Redundant Traces, 3 Preserved, 15 Remained 
Iterator_HasNext @ Implementation.java:1242: 1 Unique Traces, 21 Redundant Traces, 1 Preserved, 21 Remained 
Iterator_HasNext @ Implementation.java:1245: 1 Unique Traces, 21 Redundant Traces, 1 Preserved, 21 Remained 
Iterator_HasNext @ LatentMatcher.java:336: 1 Unique Traces, 5 Redundant Traces, 1 Preserved, 5 Remained 
Iterator_HasNext @ ListenerManager.java:56: 499 Unique Traces, 501 Redundant Traces, 499 Preserved, 501 Remained 
Iterator_HasNext @ ListenerManagerTest.java:27: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_HasNext @ Locker.java:242: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
Iterator_HasNext @ LoggerContext.java:300: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Iterator_HasNext @ LoggerContext.java:312: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_HasNext @ LoggerFactory.java:128: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_HasNext @ LoggerFactory.java:287: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_HasNext @ ManagerConnectionImpl.java:1331: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
Iterator_HasNext @ ManagerConnectionImpl.java:1350: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
Iterator_HasNext @ ManagerConnectionImpl.java:1357: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
Iterator_HasNext @ MethodAttributeAppender.java:114: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 3 Remained 
Iterator_HasNext @ MethodAttributeAppender.java:128: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_HasNext @ MethodAttributeAppender.java:202: 1 Unique Traces, 76 Redundant Traces, 1 Preserved, 12 Remained 
Iterator_HasNext @ MethodAttributeAppender.java:205: 3 Unique Traces, 74 Redundant Traces, 3 Preserved, 28 Remained 
Iterator_HasNext @ MethodAttributeAppender.java:211: 1 Unique Traces, 52 Redundant Traces, 1 Preserved, 41 Remained 
Iterator_HasNext @ MethodAttributeAppender.java:217: 2 Unique Traces, 75 Redundant Traces, 2 Preserved, 27 Remained 
Iterator_HasNext @ MethodAttributeAppender.java:470: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_HasNext @ MethodAttributeAppender.java:483: 1 Unique Traces, 59 Redundant Traces, 1 Preserved, 38 Remained 
Iterator_HasNext @ MethodCallProxy.java:132: 2 Unique Traces, 15 Redundant Traces, 2 Preserved, 10 Remained 
Iterator_HasNext @ MethodCallProxy.java:173: 2 Unique Traces, 15 Redundant Traces, 2 Preserved, 15 Remained 
Iterator_HasNext @ MethodCallProxy.java:319: 2 Unique Traces, 15 Redundant Traces, 2 Preserved, 15 Remained 
Iterator_HasNext @ MethodCallProxy.java:407: 2 Unique Traces, 32 Redundant Traces, 2 Preserved, 17 Remained 
Iterator_HasNext @ MethodConstant.java:140: 3 Unique Traces, 57 Redundant Traces, 2 Preserved, 16 Remained 
Iterator_HasNext @ MethodDelegation.java:949: 2 Unique Traces, 2 Redundant Traces, 2 Preserved, 2 Remained 
Iterator_HasNext @ MethodDelegationBinder.java:537: 3 Unique Traces, 84 Redundant Traces, 3 Preserved, 8 Remained 
Iterator_HasNext @ MethodDelegationBinder.java:968: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_HasNext @ MethodDelegationBinder.java:983: 1 Unique Traces, 16 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_HasNext @ MethodDelegationBinder.java:1092: 2 Unique Traces, 68 Redundant Traces, 2 Preserved, 13 Remained 
Iterator_HasNext @ MethodDescription.java:524: 3 Unique Traces, 206 Redundant Traces, 2 Preserved, 33 Remained 
Iterator_HasNext @ MethodDescription.java:538: 1 Unique Traces, 157 Redundant Traces, 1 Preserved, 17 Remained 
Iterator_HasNext @ MethodDescription.java:549: 3 Unique Traces, 155 Redundant Traces, 2 Preserved, 34 Remained 
Iterator_HasNext @ MethodDescription.java:2001: 2 Unique Traces, 66 Redundant Traces, 1 Preserved, 8 Remained 
Iterator_HasNext @ MethodGraph.java:641: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_HasNext @ MethodGraph.java:714: 3 Unique Traces, 20 Redundant Traces, 3 Preserved, 19 Remained 
Iterator_HasNext @ MethodGraph.java:1019: 1 Unique Traces, 463 Redundant Traces, 1 Preserved, 30 Remained 
Iterator_HasNext @ MethodGraph.java:1034: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Iterator_HasNext @ MethodGraph.java:1189: 8 Unique Traces, 10 Redundant Traces, 8 Preserved, 10 Remained 
Iterator_HasNext @ MethodGraph.java:1212: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_HasNext @ MethodGraph.java:1234: 5 Unique Traces, 0 Redundant Traces, 5 Preserved, 0 Remained 
Iterator_HasNext @ MethodGraph.java:1251: 11 Unique Traces, 9 Redundant Traces, 10 Preserved, 8 Remained 
Iterator_HasNext @ MethodList.java:89: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_HasNext @ MethodRegistry.java:458: 2 Unique Traces, 20 Redundant Traces, 2 Preserved, 14 Remained 
Iterator_HasNext @ MethodRegistry.java:479: 6 Unique Traces, 16 Redundant Traces, 3 Preserved, 5 Remained 
Iterator_HasNext @ MethodRegistry.java:483: 4 Unique Traces, 110 Redundant Traces, 4 Preserved, 16 Remained 
Iterator_HasNext @ MethodRegistry.java:505: 1 Unique Traces, 21 Redundant Traces, 1 Preserved, 8 Remained 
Iterator_HasNext @ MethodRegistry.java:508: 4 Unique Traces, 40 Redundant Traces, 4 Preserved, 6 Remained 
Iterator_HasNext @ MethodRegistry.java:738: 6 Unique Traces, 16 Redundant Traces, 3 Preserved, 4 Remained 
Iterator_HasNext @ MethodVariableAccess.java:233: 2 Unique Traces, 37 Redundant Traces, 2 Preserved, 37 Remained 
Iterator_HasNext @ ModelInterpretationContext.java:181: 1 Unique Traces, 11 Redundant Traces, 1 Preserved, 11 Remained 
Iterator_HasNext @ ModelInterpretationContext.java:195: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
