Appendable_ThreadSafe @ ApplyScoreCommand.java:152: 1 Unique Traces, 57 Redundant Traces, 1 Preserved, 11 Remained 
Iterator_HasNext @ PopulationMap.java:36: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
Iterator_HasNext @ ReportFile.java:77: 3 Unique Traces, 2 Redundant Traces, 3 Preserved, 2 Remained 
Iterator_HasNext @ ReportFile.java:109: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_HasNext @ SamplesFile.java:72: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ ApplyScoreCommand.java:160: 2 Unique Traces, 56 Redundant Traces, 2 Preserved, 15 Remained 
Iterator_RemoveOnce @ ApplyScoreCommand.java:174: 2 Unique Traces, 56 Redundant Traces, 2 Preserved, 45 Remained 
Iterator_RemoveOnce @ ApplyScoreCommand.java:368: 2 Unique Traces, 206 Redundant Traces, 1 Preserved, 11 Remained 
Iterator_RemoveOnce @ ArrayWrapper.java:26: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
Iterator_RemoveOnce @ CommandLine.java:242: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Iterator_RemoveOnce @ CommandLine.java:1299: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Iterator_RemoveOnce @ CommandLine.java:1580: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Iterator_RemoveOnce @ CommandLine.java:1988: 2 Unique Traces, 72 Redundant Traces, 1 Preserved, 9 Remained 
Iterator_RemoveOnce @ CommandLine.java:2297: 1 Unique Traces, 73 Redundant Traces, 1 Preserved, 12 Remained 
Iterator_RemoveOnce @ CommandLine.java:2785: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ CommandLine.java:3332: 7 Unique Traces, 207 Redundant Traces, 2 Preserved, 11 Remained 
Iterator_RemoveOnce @ CommandLine.java:5956: 1 Unique Traces, 161 Redundant Traces, 1 Preserved, 60 Remained 
Iterator_RemoveOnce @ CommandLine.java:6413: 6 Unique Traces, 200 Redundant Traces, 4 Preserved, 25 Remained 
Iterator_RemoveOnce @ CommandLine.java:6448: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Iterator_RemoveOnce @ CommandLine.java:6536: 6 Unique Traces, 127 Redundant Traces, 3 Preserved, 16 Remained 
Iterator_RemoveOnce @ CommandLine.java:6537: 1 Unique Traces, 98 Redundant Traces, 1 Preserved, 27 Remained 
Iterator_RemoveOnce @ CommandLine.java:6538: 1 Unique Traces, 63 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_RemoveOnce @ CommandLine.java:6958: 1 Unique Traces, 61 Redundant Traces, 1 Preserved, 25 Remained 
Iterator_RemoveOnce @ CommandLine.java:7554: 3 Unique Traces, 435 Redundant Traces, 3 Preserved, 56 Remained 
Iterator_RemoveOnce @ CommandLine.java:9432: 2 Unique Traces, 145 Redundant Traces, 1 Preserved, 18 Remained 
Iterator_RemoveOnce @ CommandLine.java:10413: 1 Unique Traces, 61 Redundant Traces, 1 Preserved, 37 Remained 
Iterator_RemoveOnce @ CommandLine.java:10544: 1 Unique Traces, 145 Redundant Traces, 1 Preserved, 23 Remained 
Iterator_RemoveOnce @ CommandLine.java:10560: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ CommandLine.java:10637: 1 Unique Traces, 245 Redundant Traces, 1 Preserved, 22 Remained 
Iterator_RemoveOnce @ CommandLine.java:10638: 1 Unique Traces, 245 Redundant Traces, 1 Preserved, 24 Remained 
Iterator_RemoveOnce @ CommandLine.java:10666: 1 Unique Traces, 245 Redundant Traces, 1 Preserved, 24 Remained 
Iterator_RemoveOnce @ CommandLine.java:10762: 1 Unique Traces, 36 Redundant Traces, 1 Preserved, 8 Remained 
Iterator_RemoveOnce @ CommandLine.java:12280: 2 Unique Traces, 2 Redundant Traces, 2 Preserved, 2 Remained 
Iterator_RemoveOnce @ CommandLine.java:12353: 1 Unique Traces, 6045 Redundant Traces, 1 Preserved, 324 Remained 
Iterator_RemoveOnce @ CommandLine.java:12644: 1 Unique Traces, 5 Redundant Traces, 1 Preserved, 5 Remained 
Iterator_RemoveOnce @ CommandLine.java:12649: 1 Unique Traces, 59 Redundant Traces, 1 Preserved, 11 Remained 
Iterator_RemoveOnce @ CommandLine.java:12918: 1 Unique Traces, 72 Redundant Traces, 1 Preserved, 28 Remained 
Iterator_RemoveOnce @ CommandLine.java:12935: 2 Unique Traces, 184 Redundant Traces, 2 Preserved, 16 Remained 
Iterator_RemoveOnce @ CommandLine.java:12937: 1 Unique Traces, 72 Redundant Traces, 1 Preserved, 27 Remained 
Iterator_RemoveOnce @ CommandLine.java:12944: 1 Unique Traces, 255 Redundant Traces, 1 Preserved, 18 Remained 
Iterator_RemoveOnce @ CommandLine.java:12945: 1 Unique Traces, 255 Redundant Traces, 1 Preserved, 23 Remained 
Iterator_RemoveOnce @ CommandLine.java:12984: 1 Unique Traces, 36 Redundant Traces, 1 Preserved, 14 Remained 
Iterator_RemoveOnce @ CommandLine.java:13001: 1 Unique Traces, 22 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_RemoveOnce @ CommandLine.java:13016: 1 Unique Traces, 73 Redundant Traces, 1 Preserved, 5 Remained 
Iterator_RemoveOnce @ CommandLine.java:13221: 2 Unique Traces, 71 Redundant Traces, 2 Preserved, 22 Remained 
Iterator_RemoveOnce @ CommandLine.java:13266: 1 Unique Traces, 36 Redundant Traces, 1 Preserved, 23 Remained 
Iterator_RemoveOnce @ CommandLine.java:13529: 3 Unique Traces, 72 Redundant Traces, 3 Preserved, 15 Remained 
Iterator_RemoveOnce @ CommandLine.java:13530: 1 Unique Traces, 64 Redundant Traces, 1 Preserved, 9 Remained 
Iterator_RemoveOnce @ CommandLine.java:13531: 1 Unique Traces, 59 Redundant Traces, 1 Preserved, 18 Remained 
Iterator_RemoveOnce @ CommandLine.java:13546: 1 Unique Traces, 59 Redundant Traces, 1 Preserved, 28 Remained 
Iterator_RemoveOnce @ CommandLine.java:13674: 3 Unique Traces, 72 Redundant Traces, 3 Preserved, 24 Remained 
Iterator_RemoveOnce @ CommandLine.java:13683: 1 Unique Traces, 59 Redundant Traces, 1 Preserved, 37 Remained 
Iterator_RemoveOnce @ CommandLine.java:13691: 1 Unique Traces, 59 Redundant Traces, 1 Preserved, 47 Remained 
Iterator_RemoveOnce @ CommandLine.java:14534: 1 Unique Traces, 29 Redundant Traces, 1 Preserved, 3 Remained 
Iterator_RemoveOnce @ CommandLine.java:14567: 1 Unique Traces, 66 Redundant Traces, 1 Preserved, 13 Remained 
Iterator_RemoveOnce @ CommandLine.java:15765: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ CommandLine.java:15787: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ CommandLine.java:15823: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ CommandLine.java:15849: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ CommandLine.java:15905: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ CommandLine.java:15972: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ CommandLine.java:15982: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ CommandLine.java:16119: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
Iterator_RemoveOnce @ CommandLine.java:16332: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ CommandLine.java:16507: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Iterator_RemoveOnce @ CommandLine.java:16519: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Iterator_RemoveOnce @ CommandLine.java:16986: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ CommandLine.java:17016: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ CommandLine.java:18243: 13 Unique Traces, 81 Redundant Traces, 2 Preserved, 7 Remained 
Iterator_RemoveOnce @ CommandLine.java:18270: 41 Unique Traces, 1879 Redundant Traces, 4 Preserved, 124 Remained 
Iterator_RemoveOnce @ CommandLine.java:18274: 3 Unique Traces, 1892 Redundant Traces, 2 Preserved, 142 Remained 
Iterator_RemoveOnce @ CommandLine.java:18296: 2 Unique Traces, 65 Redundant Traces, 1 Preserved, 10 Remained 
Iterator_RemoveOnce @ CreateHtmlReportCommand.java:72: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_RemoveOnce @ MergeEffectsCommand.java:40: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Iterator_RemoveOnce @ MergeInfoCommand.java:41: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ MergeScoreCommand.java:40: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ MergeVariantsCommand.java:40: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ OutputFile.java:26: 5 Unique Traces, 15 Redundant Traces, 3 Preserved, 5 Remained 
Iterator_RemoveOnce @ PopulationMap.java:29: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
Iterator_RemoveOnce @ PopulationMap.java:36: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
Iterator_RemoveOnce @ ReportFile.java:77: 3 Unique Traces, 2 Redundant Traces, 3 Preserved, 2 Remained 
Iterator_RemoveOnce @ ReportFile.java:109: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ SamplesFile.java:72: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Map_CollectionViewAdd @ CommandLine.java:242: 1 Unique Traces, 106 Redundant Traces, 1 Preserved, 8 Remained 
Map_CollectionViewAdd @ CommandLine.java:1299: 1 Unique Traces, 105 Redundant Traces, 1 Preserved, 65 Remained 
Map_CollectionViewAdd @ CommandLine.java:1327: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Map_CollectionViewAdd @ CommandLine.java:1580: 1 Unique Traces, 106 Redundant Traces, 1 Preserved, 21 Remained 
Map_CollectionViewAdd @ CommandLine.java:6050: 8 Unique Traces, 67 Redundant Traces, 8 Preserved, 26 Remained 
Map_CollectionViewAdd @ CommandLine.java:6218: 2 Unique Traces, 426 Redundant Traces, 1 Preserved, 47 Remained 
Map_CollectionViewAdd @ CommandLine.java:6223: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Map_CollectionViewAdd @ CommandLine.java:6445: 1 Unique Traces, 106 Redundant Traces, 1 Preserved, 5 Remained 
Map_CollectionViewAdd @ CommandLine.java:6448: 2 Unique Traces, 105 Redundant Traces, 1 Preserved, 18 Remained 
Map_CollectionViewAdd @ CommandLine.java:7554: 1 Unique Traces, 437 Redundant Traces, 1 Preserved, 22 Remained 
Map_CollectionViewAdd @ CommandLine.java:11881: 1 Unique Traces, 31 Redundant Traces, 1 Preserved, 17 Remained 
Map_CollectionViewAdd @ CommandLine.java:12353: 16 Unique Traces, 91 Redundant Traces, 6 Preserved, 22 Remained 
Map_CollectionViewAdd @ CommandLine.java:12937: 3 Unique Traces, 74 Redundant Traces, 2 Preserved, 17 Remained 
Map_CollectionViewAdd @ CommandLine.java:12945: 2 Unique Traces, 35 Redundant Traces, 2 Preserved, 15 Remained 
Map_CollectionViewAdd @ CommandLine.java:13277: 2 Unique Traces, 35 Redundant Traces, 2 Preserved, 15 Remained 
Map_CollectionViewAdd @ CommandLine.java:13295: 1 Unique Traces, 35 Redundant Traces, 1 Preserved, 9 Remained 
Map_CollectionViewAdd @ CommandLine.java:15620: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Map_CollectionViewAdd @ CommandLine.java:15626: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Map_CollectionViewAdd @ PopulationMap.java:29: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Map_CollectionViewAdd @ SamplesFile.java:72: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Map_UnsafeIterator @ CommandLine.java:242: 5 Unique Traces, 316 Redundant Traces, 3 Preserved, 12 Remained 
Map_UnsafeIterator @ CommandLine.java:1299: 5 Unique Traces, 313 Redundant Traces, 3 Preserved, 8 Remained 
Map_UnsafeIterator @ CommandLine.java:1327: 3 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
Map_UnsafeIterator @ CommandLine.java:1580: 5 Unique Traces, 316 Redundant Traces, 3 Preserved, 31 Remained 
Map_UnsafeIterator @ CommandLine.java:6050: 59 Unique Traces, 454 Redundant Traces, 9 Preserved, 30 Remained 
Map_UnsafeIterator @ CommandLine.java:6445: 2 Unique Traces, 212 Redundant Traces, 2 Preserved, 13 Remained 
Map_UnsafeIterator @ CommandLine.java:6448: 8 Unique Traces, 313 Redundant Traces, 3 Preserved, 19 Remained 
Map_UnsafeIterator @ CommandLine.java:6694: 2 Unique Traces, 62 Redundant Traces, 2 Preserved, 5 Remained 
Map_UnsafeIterator @ CommandLine.java:7554: 4 Unique Traces, 872 Redundant Traces, 4 Preserved, 137 Remained 
Map_UnsafeIterator @ CommandLine.java:11881: 2 Unique Traces, 62 Redundant Traces, 2 Preserved, 8 Remained 
Map_UnsafeIterator @ CommandLine.java:12353: 1188 Unique Traces, 4965 Redundant Traces, 1188 Preserved, 4965 Remained 
Map_UnsafeIterator @ CommandLine.java:12937: 10 Unique Traces, 253 Redundant Traces, 2 Preserved, 16 Remained 
Map_UnsafeIterator @ CommandLine.java:12945: 13 Unique Traces, 280 Redundant Traces, 13 Preserved, 280 Remained 
Map_UnsafeIterator @ CommandLine.java:13266: 4 Unique Traces, 70 Redundant Traces, 4 Preserved, 22 Remained 
Map_UnsafeIterator @ CommandLine.java:15620: 2 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Map_UnsafeIterator @ CommandLine.java:15626: 2 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Map_UnsafeIterator @ CommandLine.java:15632: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Map_UnsafeIterator @ PopulationMap.java:29: 3 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
Map_UnsafeIterator @ PopulationMap.java:36: 4 Unique Traces, 0 Redundant Traces, 4 Preserved, 0 Remained 
Map_UnsafeIterator @ SamplesFile.java:72: 2 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
OutputStream_ManipulateAfterClose @ FileUtil.java:98: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Reader_ManipulateAfterClose @ FileUtil.java:184: 1 Unique Traces, 9 Redundant Traces, 1 Preserved, 9 Remained 
Reader_ReadAheadLimit @ FileUtil.java:179: 3 Unique Traces, 7 Redundant Traces, 2 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ ApplyScoreCommand.java:152: 1 Unique Traces, 57 Redundant Traces, 1 Preserved, 27 Remained 
StringBuilder_ThreadSafe @ ApplyScoreCommand.java:153: 1 Unique Traces, 57 Redundant Traces, 1 Preserved, 31 Remained 
StringBuilder_ThreadSafe @ ApplyScoreCommand.java:154: 1 Unique Traces, 57 Redundant Traces, 1 Preserved, 15 Remained 
StringBuilder_ThreadSafe @ ApplyScoreCommand.java:155: 1 Unique Traces, 57 Redundant Traces, 1 Preserved, 10 Remained 
StringBuilder_ThreadSafe @ ApplyScoreCommand.java:157: 1 Unique Traces, 35 Redundant Traces, 1 Preserved, 6 Remained 
StringBuilder_ThreadSafe @ ApplyScoreCommand.java:159: 1 Unique Traces, 57 Redundant Traces, 1 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ ApplyScoreCommand.java:161: 1 Unique Traces, 65 Redundant Traces, 1 Preserved, 12 Remained 
StringBuilder_ThreadSafe @ ApplyScoreCommand.java:182: 1 Unique Traces, 119 Redundant Traces, 1 Preserved, 33 Remained 
StringBuilder_ThreadSafe @ ApplyScoreCommand.java:192: 1 Unique Traces, 65 Redundant Traces, 1 Preserved, 40 Remained 
StringBuilder_ThreadSafe @ ApplyScoreCommand.java:202: 1 Unique Traces, 16 Redundant Traces, 1 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ ApplyScoreCommand.java:205: 1 Unique Traces, 15 Redundant Traces, 1 Preserved, 11 Remained 
StringBuilder_ThreadSafe @ ApplyScoreCommand.java:210: 1 Unique Traces, 65 Redundant Traces, 1 Preserved, 11 Remained 
StringBuilder_ThreadSafe @ ApplyScoreCommand.java:326: 1 Unique Traces, 55 Redundant Traces, 1 Preserved, 26 Remained 
StringBuilder_ThreadSafe @ ApplyScoreTask.java:224: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ApplyScoreTask.java:227: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ ApplyScoreTask.java:554: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:2787: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:5817: 1 Unique Traces, 81 Redundant Traces, 1 Preserved, 22 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:5925: 1 Unique Traces, 156 Redundant Traces, 1 Preserved, 58 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:7187: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:8991: 1 Unique Traces, 63 Redundant Traces, 1 Preserved, 24 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:9294: 1 Unique Traces, 58 Redundant Traces, 1 Preserved, 23 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:9433: 2 Unique Traces, 145 Redundant Traces, 2 Preserved, 50 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:9442: 1 Unique Traces, 71 Redundant Traces, 1 Preserved, 13 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:9456: 1 Unique Traces, 146 Redundant Traces, 1 Preserved, 12 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:9642: 1 Unique Traces, 1771 Redundant Traces, 1 Preserved, 122 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:10013: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:10273: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:10843: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:11526: 1 Unique Traces, 1771 Redundant Traces, 1 Preserved, 94 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:12245: 1 Unique Traces, 76 Redundant Traces, 1 Preserved, 34 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:12355: 1 Unique Traces, 24183 Redundant Traces, 1 Preserved, 1201 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:12909: 1 Unique Traces, 72 Redundant Traces, 1 Preserved, 31 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:13969: 1 Unique Traces, 96 Redundant Traces, 1 Preserved, 24 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:14040: 1 Unique Traces, 317 Redundant Traces, 1 Preserved, 53 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:14990: 1 Unique Traces, 58 Redundant Traces, 1 Preserved, 39 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:15842: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:15845: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:16049: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:16107: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:16211: 1 Unique Traces, 5 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:16272: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:16281: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:16290: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:16465: 2 Unique Traces, 73 Redundant Traces, 2 Preserved, 13 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:16545: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:16568: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:16808: 1 Unique Traces, 20 Redundant Traces, 1 Preserved, 13 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:16813: 2 Unique Traces, 74 Redundant Traces, 1 Preserved, 9 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:16907: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:17341: 2 Unique Traces, 51 Redundant Traces, 1 Preserved, 18 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:17433: 5 Unique Traces, 4 Redundant Traces, 5 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:17439: 4 Unique Traces, 5 Redundant Traces, 4 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:17445: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:17665: 1 Unique Traces, 1169 Redundant Traces, 1 Preserved, 120 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:17666: 5 Unique Traces, 1165 Redundant Traces, 2 Preserved, 70 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:18002: 1 Unique Traces, 190 Redundant Traces, 1 Preserved, 53 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:18003: 1 Unique Traces, 1360 Redundant Traces, 1 Preserved, 98 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:18011: 2 Unique Traces, 188 Redundant Traces, 2 Preserved, 78 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:18013: 1 Unique Traces, 979 Redundant Traces, 1 Preserved, 59 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:18021: 2 Unique Traces, 188 Redundant Traces, 2 Preserved, 20 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:18023: 1 Unique Traces, 979 Redundant Traces, 1 Preserved, 64 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:18165: 25 Unique Traces, 2302 Redundant Traces, 2 Preserved, 166 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:18267: 1 Unique Traces, 248 Redundant Traces, 1 Preserved, 37 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:18292: 13 Unique Traces, 53 Redundant Traces, 7 Preserved, 8 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:18301: 2 Unique Traces, 14 Redundant Traces, 1 Preserved, 9 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:18306: 1 Unique Traces, 20 Redundant Traces, 1 Preserved, 18 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:18316: 2 Unique Traces, 154 Redundant Traces, 2 Preserved, 13 Remained 
StringBuilder_ThreadSafe @ CommandLine.java:18357: 2 Unique Traces, 180 Redundant Traces, 2 Preserved, 19 Remained 
StringBuilder_ThreadSafe @ DbSnpReader.java:122: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ DbSnpReader.java:152: 1 Unique Traces, 7 Redundant Traces, 1 Preserved, 7 Remained 
StringBuilder_ThreadSafe @ Defaults.java:168: 1 Unique Traces, 14 Redundant Traces, 1 Preserved, 14 Remained 
StringBuilder_ThreadSafe @ JsonReader.java:1029: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ LiftOverScoreTask.java:79: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ LiftOverScoreTask.java:174: 1 Unique Traces, 50 Redundant Traces, 1 Preserved, 37 Remained 
StringBuilder_ThreadSafe @ LiftOverScoreTask.java:206: 1 Unique Traces, 19 Redundant Traces, 1 Preserved, 19 Remained 
StringBuilder_ThreadSafe @ MergeEffectsCommandTest.java:68: 1 Unique Traces, 6 Redundant Traces, 1 Preserved, 6 Remained 
StringBuilder_ThreadSafe @ MergeEffectsCommandTest.java:69: 1 Unique Traces, 6 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ MergeEffectsCommandTest.java:70: 1 Unique Traces, 6 Redundant Traces, 1 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ MergeEffectsTaskTest.java:69: 1 Unique Traces, 6 Redundant Traces, 1 Preserved, 6 Remained 
StringBuilder_ThreadSafe @ MergeEffectsTaskTest.java:70: 1 Unique Traces, 6 Redundant Traces, 1 Preserved, 6 Remained 
StringBuilder_ThreadSafe @ MergeEffectsTaskTest.java:71: 1 Unique Traces, 6 Redundant Traces, 1 Preserved, 6 Remained 
StringBuilder_ThreadSafe @ MergeScoreTaskTest.java:77: 1 Unique Traces, 6 Redundant Traces, 1 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ MergeScoreTaskTest.java:78: 1 Unique Traces, 6 Redundant Traces, 1 Preserved, 6 Remained 
StringBuilder_ThreadSafe @ MergeScoreTaskTest.java:123: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ MergeScoreTaskTest.java:128: 1 Unique Traces, 2999 Redundant Traces, 1 Preserved, 164 Remained 
StringBuilder_ThreadSafe @ MergeScoreTaskTest.java:132: 1 Unique Traces, 2999 Redundant Traces, 1 Preserved, 161 Remained 
StringBuilder_ThreadSafe @ MergeScoreTaskTest.java:134: 1 Unique Traces, 2999999 Redundant Traces, 1 Preserved, 10000 Remained 
StringBuilder_ThreadSafe @ MergeVariantsCommandTest.java:62: 1 Unique Traces, 6 Redundant Traces, 1 Preserved, 6 Remained 
StringBuilder_ThreadSafe @ MergeVariantsCommandTest.java:63: 1 Unique Traces, 6 Redundant Traces, 1 Preserved, 6 Remained 
StringBuilder_ThreadSafe @ MergeVariantsCommandTest.java:64: 1 Unique Traces, 6 Redundant Traces, 1 Preserved, 6 Remained 
StringBuilder_ThreadSafe @ MergeVariantsTaskTest.java:64: 1 Unique Traces, 6 Redundant Traces, 1 Preserved, 6 Remained 
StringBuilder_ThreadSafe @ MergeVariantsTaskTest.java:65: 1 Unique Traces, 6 Redundant Traces, 1 Preserved, 3 Remained 
