Appendable_ThreadSafe @ CSVParser.java:620: 4 Unique Traces, 11 Redundant Traces, 4 Preserved, 11 Remained 
Iterator_HasNext @ StoreSearch.java:386: 3 Unique Traces, 73 Redundant Traces, 3 Preserved, 16 Remained 
Iterator_HasNext @ StoreSearch.java:427: 4 Unique Traces, 4 Redundant Traces, 4 Preserved, 4 Remained 
Iterator_HasNext @ StoreSearch.java:439: 2 Unique Traces, 12 Redundant Traces, 2 Preserved, 12 Remained 
Iterator_HasNext @ StoreSearch.java:461: 6 Unique Traces, 140 Redundant Traces, 3 Preserved, 6 Remained 
Iterator_HasNext @ StoreSearch.java:513: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
Iterator_HasNext @ StoreSearch.java:518: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
Iterator_HasNext @ StoreSearch.java:519: 2 Unique Traces, 2 Redundant Traces, 2 Preserved, 2 Remained 
Iterator_HasNext @ StoreSearch.java:541: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Iterator_HasNext @ StoreSearch.java:551: 2 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
Iterator_HasNext @ StoreSearch.java:558: 2 Unique Traces, 4 Redundant Traces, 2 Preserved, 4 Remained 
Iterator_HasNext @ StoreSearch.java:570: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_HasNext @ StoreSearch.java:605: 5 Unique Traces, 2 Redundant Traces, 5 Preserved, 2 Remained 
Iterator_HasNext @ StoreSearch.java:622: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_HasNext @ StoreSearch.java:653: 6 Unique Traces, 10 Redundant Traces, 6 Preserved, 10 Remained 
Iterator_HasNext @ StoreSearch.java:669: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_HasNext @ StoreSearch.java:703: 6 Unique Traces, 13 Redundant Traces, 1 Preserved, 6 Remained 
Iterator_HasNext @ StoreSearch.java:737: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Iterator_HasNext @ StoreSearch.java:763: 7 Unique Traces, 159 Redundant Traces, 4 Preserved, 44 Remained 
Iterator_HasNext @ StoreSearch.java:778: 6 Unique Traces, 292 Redundant Traces, 3 Preserved, 43 Remained 
Iterator_HasNext @ StoreSearch.java:936: 5 Unique Traces, 138027 Redundant Traces, 1 Preserved, 6870 Remained 
Iterator_RemoveOnce @ Condition.java:320: 6 Unique Traces, 327 Redundant Traces, 3 Preserved, 36 Remained 
Iterator_RemoveOnce @ IndexKeys31_60Test.java:224: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ KeywordSearch.java:59: 5 Unique Traces, 29 Redundant Traces, 1 Preserved, 1 Remained 
Iterator_RemoveOnce @ KeywordSearch.java:261: 4 Unique Traces, 1 Redundant Traces, 4 Preserved, 1 Remained 
Iterator_RemoveOnce @ KeywordSearch.java:391: 3 Unique Traces, 155 Redundant Traces, 2 Preserved, 17 Remained 
Iterator_RemoveOnce @ KeywordSearch.java:476: 5 Unique Traces, 25 Redundant Traces, 3 Preserved, 5 Remained 
Iterator_RemoveOnce @ LogicalUtil.java:151: 11 Unique Traces, 270 Redundant Traces, 4 Preserved, 20 Remained 
Iterator_RemoveOnce @ LogicalUtil.java:180: 3 Unique Traces, 15 Redundant Traces, 3 Preserved, 15 Remained 
Iterator_RemoveOnce @ LogicalUtil.java:181: 10 Unique Traces, 1024 Redundant Traces, 2 Preserved, 55 Remained 
Iterator_RemoveOnce @ LogicalUtil.java:186: 5 Unique Traces, 13 Redundant Traces, 4 Preserved, 13 Remained 
Iterator_RemoveOnce @ LogicalUtil.java:188: 62 Unique Traces, 2045 Redundant Traces, 10 Preserved, 178 Remained 
Iterator_RemoveOnce @ LogicalUtil.java:208: 4 Unique Traces, 50 Redundant Traces, 4 Preserved, 19 Remained 
Iterator_RemoveOnce @ LogicalUtil.java:210: 41 Unique Traces, 128 Redundant Traces, 41 Preserved, 128 Remained 
Iterator_RemoveOnce @ LogicalUtil.java:215: 3 Unique Traces, 3391 Redundant Traces, 1 Preserved, 179 Remained 
Iterator_RemoveOnce @ LogicalUtil.java:264: 3 Unique Traces, 107 Redundant Traces, 1 Preserved, 57 Remained 
Iterator_RemoveOnce @ LogicalUtil.java:266: 22 Unique Traces, 113 Redundant Traces, 5 Preserved, 20 Remained 
Iterator_RemoveOnce @ LogicalUtil.java:272: 10 Unique Traces, 9056 Redundant Traces, 3 Preserved, 434 Remained 
Iterator_RemoveOnce @ MovieTest.java:350: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ SearchableRangeTest.java:34: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ SearchableRangeTest.java:54: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ SearchableRangeTest.java:74: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ SearchableRangeTest.java:120: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ SearchableRangeTest.java:144: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ SearchableRangeTest.java:163: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ SpellCheckUtil.java:70: 6 Unique Traces, 17 Redundant Traces, 6 Preserved, 17 Remained 
Iterator_RemoveOnce @ SpellCheckUtil.java:156: 18 Unique Traces, 15204 Redundant Traces, 5 Preserved, 777 Remained 
Iterator_RemoveOnce @ StoreLoader.java:115: 15686 Unique Traces, 70894 Redundant Traces, 1841 Preserved, 7493 Remained 
Iterator_RemoveOnce @ StoreLoader.java:226: 14 Unique Traces, 118617 Redundant Traces, 3 Preserved, 5902 Remained 
Iterator_RemoveOnce @ StoreLoader.java:520: 8 Unique Traces, 125 Redundant Traces, 8 Preserved, 125 Remained 
Iterator_RemoveOnce @ StoreLoader.java:524: 8 Unique Traces, 125 Redundant Traces, 8 Preserved, 125 Remained 
Iterator_RemoveOnce @ StoreLoader.java:539: 8 Unique Traces, 125 Redundant Traces, 8 Preserved, 125 Remained 
Iterator_RemoveOnce @ StoreLoader.java:540: 4 Unique Traces, 1236 Redundant Traces, 1 Preserved, 87 Remained 
Iterator_RemoveOnce @ StoreLoader.java:616: 3 Unique Traces, 362 Redundant Traces, 2 Preserved, 31 Remained 
Iterator_RemoveOnce @ StoreSearch.java:240: 13 Unique Traces, 107 Redundant Traces, 6 Preserved, 17 Remained 
Iterator_RemoveOnce @ StoreSearch.java:241: 69 Unique Traces, 4496 Redundant Traces, 31 Preserved, 285 Remained 
Iterator_RemoveOnce @ StoreSearch.java:362: 2 Unique Traces, 17 Redundant Traces, 2 Preserved, 17 Remained 
Iterator_RemoveOnce @ StoreSearch.java:374: 3 Unique Traces, 8 Redundant Traces, 2 Preserved, 3 Remained 
Iterator_RemoveOnce @ StoreSearch.java:379: 1 Unique Traces, 11 Redundant Traces, 1 Preserved, 11 Remained 
Iterator_RemoveOnce @ StoreSearch.java:386: 3 Unique Traces, 73 Redundant Traces, 1 Preserved, 6 Remained 
Iterator_RemoveOnce @ StoreSearch.java:427: 4 Unique Traces, 4 Redundant Traces, 4 Preserved, 4 Remained 
Iterator_RemoveOnce @ StoreSearch.java:439: 2 Unique Traces, 12 Redundant Traces, 2 Preserved, 12 Remained 
Iterator_RemoveOnce @ StoreSearch.java:461: 6 Unique Traces, 140 Redundant Traces, 3 Preserved, 29 Remained 
Iterator_RemoveOnce @ StoreSearch.java:513: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
Iterator_RemoveOnce @ StoreSearch.java:518: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
Iterator_RemoveOnce @ StoreSearch.java:519: 2 Unique Traces, 2 Redundant Traces, 1 Preserved, 1 Remained 
Iterator_RemoveOnce @ StoreSearch.java:541: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Iterator_RemoveOnce @ StoreSearch.java:551: 2 Unique Traces, 4 Redundant Traces, 2 Preserved, 4 Remained 
Iterator_RemoveOnce @ StoreSearch.java:558: 2 Unique Traces, 4 Redundant Traces, 2 Preserved, 4 Remained 
Iterator_RemoveOnce @ StoreSearch.java:570: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ StoreSearch.java:605: 5 Unique Traces, 2 Redundant Traces, 5 Preserved, 2 Remained 
Iterator_RemoveOnce @ StoreSearch.java:622: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ StoreSearch.java:653: 6 Unique Traces, 10 Redundant Traces, 5 Preserved, 10 Remained 
Iterator_RemoveOnce @ StoreSearch.java:669: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Iterator_RemoveOnce @ StoreSearch.java:703: 6 Unique Traces, 13 Redundant Traces, 6 Preserved, 8 Remained 
Iterator_RemoveOnce @ StoreSearch.java:737: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Iterator_RemoveOnce @ StoreSearch.java:763: 5 Unique Traces, 161 Redundant Traces, 4 Preserved, 24 Remained 
Iterator_RemoveOnce @ StoreSearch.java:779: 6 Unique Traces, 292 Redundant Traces, 1 Preserved, 21 Remained 
Iterator_RemoveOnce @ StoreSearch.java:936: 5 Unique Traces, 138027 Redundant Traces, 1 Preserved, 6861 Remained 
ListIterator_RemoveOnce @ Condition.java:320: 4 Unique Traces, 35 Redundant Traces, 2 Preserved, 8 Remained 
ListIterator_RemoveOnce @ SearchableRangeTest.java:34: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
ListIterator_RemoveOnce @ SearchableRangeTest.java:54: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
ListIterator_RemoveOnce @ SearchableRangeTest.java:74: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
ListIterator_RemoveOnce @ SearchableRangeTest.java:120: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
ListIterator_RemoveOnce @ SearchableRangeTest.java:144: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
ListIterator_RemoveOnce @ SearchableRangeTest.java:163: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
ListIterator_RemoveOnce @ StoreLoader.java:115: 15686 Unique Traces, 70894 Redundant Traces, 1854 Preserved, 7278 Remained 
ListIterator_RemoveOnce @ StoreLoader.java:226: 14 Unique Traces, 118617 Redundant Traces, 2 Preserved, 5999 Remained 
ListIterator_RemoveOnce @ StoreLoader.java:616: 3 Unique Traces, 362 Redundant Traces, 1 Preserved, 23 Remained 
ListIterator_RemoveOnce @ StoreSearch.java:362: 2 Unique Traces, 17 Redundant Traces, 2 Preserved, 12 Remained 
ListIterator_RemoveOnce @ StoreSearch.java:374: 3 Unique Traces, 8 Redundant Traces, 3 Preserved, 8 Remained 
ListIterator_RemoveOnce @ StoreSearch.java:379: 1 Unique Traces, 11 Redundant Traces, 1 Preserved, 6 Remained 
ListIterator_RemoveOnce @ StoreSearch.java:386: 3 Unique Traces, 73 Redundant Traces, 2 Preserved, 9 Remained 
ListIterator_RemoveOnce @ StoreSearch.java:427: 4 Unique Traces, 4 Redundant Traces, 4 Preserved, 1 Remained 
ListIterator_RemoveOnce @ StoreSearch.java:439: 2 Unique Traces, 12 Redundant Traces, 2 Preserved, 7 Remained 
ListIterator_RemoveOnce @ StoreSearch.java:461: 6 Unique Traces, 140 Redundant Traces, 4 Preserved, 40 Remained 
ListIterator_RemoveOnce @ StoreSearch.java:513: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
ListIterator_RemoveOnce @ StoreSearch.java:518: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
ListIterator_RemoveOnce @ StoreSearch.java:551: 2 Unique Traces, 4 Redundant Traces, 2 Preserved, 4 Remained 
ListIterator_RemoveOnce @ StoreSearch.java:605: 5 Unique Traces, 2 Redundant Traces, 5 Preserved, 2 Remained 
ListIterator_RemoveOnce @ StoreSearch.java:622: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
ListIterator_RemoveOnce @ StoreSearch.java:653: 6 Unique Traces, 10 Redundant Traces, 6 Preserved, 9 Remained 
ListIterator_RemoveOnce @ StoreSearch.java:669: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
ListIterator_RemoveOnce @ StoreSearch.java:703: 6 Unique Traces, 13 Redundant Traces, 6 Preserved, 13 Remained 
ListIterator_RemoveOnce @ StoreSearch.java:763: 5 Unique Traces, 161 Redundant Traces, 3 Preserved, 36 Remained 
ListIterator_RemoveOnce @ StoreSearch.java:779: 6 Unique Traces, 292 Redundant Traces, 2 Preserved, 17 Remained 
ListIterator_RemoveOnce @ StoreSearch.java:936: 5 Unique Traces, 138027 Redundant Traces, 1 Preserved, 6885 Remained 
ListIterator_Set @ StoreSearch.java:776: 6 Unique Traces, 292 Redundant Traces, 1 Preserved, 25 Remained 
ListIterator_hasNextPrevious @ StoreSearch.java:778: 6 Unique Traces, 292 Redundant Traces, 1 Preserved, 22 Remained 
List_UnsafeListIterator @ StoreSearch.java:776: 7 Unique Traces, 291 Redundant Traces, 2 Preserved, 18 Remained 
Map_CollectionViewAdd @ IndexKeys31_60Test.java:224: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Map_CollectionViewAdd @ KeywordSearch.java:391: 4 Unique Traces, 26 Redundant Traces, 2 Preserved, 8 Remained 
Map_CollectionViewAdd @ SpellCheckUtil.java:70: 3 Unique Traces, 19 Redundant Traces, 3 Preserved, 2 Remained 
Map_CollectionViewAdd @ SpellCheckUtil.java:156: 6 Unique Traces, 15060 Redundant Traces, 2 Preserved, 743 Remained 
Map_CollectionViewAdd @ StoreLoader.java:540: 1 Unique Traces, 4736 Redundant Traces, 1 Preserved, 219 Remained 
Map_CollectionViewAdd @ StoreSearch.java:541: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Map_CollectionViewAdd @ StoreSearch.java:558: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
Map_CollectionViewAdd @ StoreSearch.java:570: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Map_UnsafeIterator @ IndexKeys31_60Test.java:224: 2 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Map_UnsafeIterator @ KeywordSearch.java:391: 136 Unique Traces, 52 Redundant Traces, 98 Preserved, 15 Remained 
Map_UnsafeIterator @ SpellCheckUtil.java:70: 14 Unique Traces, 33 Redundant Traces, 13 Preserved, 33 Remained 
Map_UnsafeIterator @ SpellCheckUtil.java:156: 57 Unique Traces, 30243 Redundant Traces, 6 Preserved, 731 Remained 
Map_UnsafeIterator @ StoreLoader.java:540: 6 Unique Traces, 9468 Redundant Traces, 3 Preserved, 272 Remained 
Map_UnsafeIterator @ StoreSearch.java:541: 3 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
Map_UnsafeIterator @ StoreSearch.java:558: 8 Unique Traces, 0 Redundant Traces, 8 Preserved, 0 Remained 
Map_UnsafeIterator @ StoreSearch.java:570: 2 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Reader_ManipulateAfterClose @ CSVReader.java:457: 1 Unique Traces, 5 Redundant Traces, 1 Preserved, 5 Remained 
Reader_ReadAheadLimit @ CSVReader.java:441: 6 Unique Traces, 0 Redundant Traces, 6 Preserved, 0 Remained 
Reader_UnmarkedReset @ CSVReader.java:441: 6 Unique Traces, 0 Redundant Traces, 5 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ CSVParser.java:620: 8 Unique Traces, 7 Redundant Traces, 8 Preserved, 7 Remained 
StringBuilder_ThreadSafe @ Condition.java:310: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ IndexKeys31_60Test.java:400: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexKeys31_60Test.java:404: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexKeys31_60Test.java:427: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexKeys31_60Test.java:475: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexKeys31_60Test.java:498: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexKeys31_60Test.java:534: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexKeys31_60Test.java:582: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexKeys31_60Test.java:629: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexKeys61_90Test.java:52: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexKeys61_90Test.java:75: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexKeys61_90Test.java:78: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexKeys61_90Test.java:123: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexTest31_60Test.java:188: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexTest31_60Test.java:220: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexTest31_60Test.java:243: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexTest31_60Test.java:262: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexTest31_60Test.java:278: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexTest31_60Test.java:281: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexTest31_60Test.java:301: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexTest31_60Test.java:320: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexTest31_60Test.java:340: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexTest31_60Test.java:360: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexTest31_60Test.java:379: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexTest31_60Test.java:382: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexTest31_60Test.java:400: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexTest31_60Test.java:403: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexTest61_90Test.java:38: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexTest61_90Test.java:41: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexTest61_90Test.java:63: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexTest61_90Test.java:66: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexTest61_90Test.java:86: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ IndexTest61_90Test.java:89: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ KeywordSearch.java:96: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ PojoAdapter.java:110: 1 Unique Traces, 30296 Redundant Traces, 1 Preserved, 1526 Remained 
StringBuilder_ThreadSafe @ PojoAdapter.java:119: 1 Unique Traces, 997469 Redundant Traces, 1 Preserved, 9999 Remained 
StringBuilder_ThreadSafe @ PojoAdapter.java:120: 1 Unique Traces, 988334 Redundant Traces, 1 Preserved, 10000 Remained 
StringBuilder_ThreadSafe @ PojoAdapter.java:123: 1 Unique Traces, 988089 Redundant Traces, 1 Preserved, 10000 Remained 
StringBuilder_ThreadSafe @ PojoAdapter.java:285: 1 Unique Traces, 30297 Redundant Traces, 1 Preserved, 1612 Remained 
StringBuilder_ThreadSafe @ Range.java:85: 1 Unique Traces, 76779 Redundant Traces, 1 Preserved, 3743 Remained 
StringBuilder_ThreadSafe @ RangeParser.java:152: 1 Unique Traces, 12 Redundant Traces, 1 Preserved, 12 Remained 
StringBuilder_ThreadSafe @ SpellCheckUtil.java:111: 6 Unique Traces, 12 Redundant Traces, 3 Preserved, 7 Remained 
StringBuilder_ThreadSafe @ SpellCheckUtil.java:165: 1 Unique Traces, 15229 Redundant Traces, 1 Preserved, 781 Remained 
StringBuilder_ThreadSafe @ StoreLoader.java:608: 9 Unique Traces, 5 Redundant Traces, 9 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ StoreSearch.java:487: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ StoreSearch.java:686: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ StoreSearch.java:767: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ StoreSearch.java:798: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ KeywordSearch.java:56: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ PojoAdapter.java:99: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ RangeParser.java:154: 1 Unique Traces, 12 Redundant Traces, 1 Preserved, 12 Remained 
Throwable_InitCauseOnce @ Store.java:91: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ StoreLoader.java:107: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Throwable_InitCauseOnce @ StoreLoader.java:156: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
Throwable_InitCauseOnce @ StoreLoader.java:161: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ StoreLoader.java:217: 1 Unique Traces, 24 Redundant Traces, 1 Preserved, 24 Remained 
Throwable_InitCauseOnce @ StoreSearch.java:282: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ StoreSearch.java:490: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ StoreSearch.java:688: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ StoreSearch.java:769: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
Throwable_InitCauseOnce @ StoreSearch.java:800: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
