Appendable_ThreadSafe @ ArrayWriteTest.java:44: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ AsyncMissingValuesInObjectTest.java:146: 1 Unique Traces, 5 Redundant Traces, 1 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ AsyncNaNHandlingTest.java:118: 1 Unique Traces, 5 Redundant Traces, 1 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ AsyncNonStdParsingTest.java:24: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ AsyncNonStdParsingTest.java:59: 1 Unique Traces, 7349 Redundant Traces, 1 Preserved, 397 Remained 
StringBuilder_ThreadSafe @ AsyncNumberCoercionTest.java:103: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ AsyncNumberCoercionTest.java:116: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ AsyncNumberDeferredReadTest.java:57: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ AsyncParserNamesTest.java:33: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ AsyncParserNamesTest.java:34: 1 Unique Traces, 2019 Redundant Traces, 1 Preserved, 130 Remained 
StringBuilder_ThreadSafe @ AsyncParserNamesTest.java:42: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ AsyncParserNamesTest.java:63: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ AsyncParserNamesTest.java:128: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ AsyncScalarArrayTest.java:81: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ AsyncSimpleObjectTest.java:171: 1 Unique Traces, 7 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ AsyncStringArrayTest.java:23: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ AsyncStringArrayTest.java:164: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ AsyncStringArrayTest.java:166: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ AsyncUnicodeHandlingTest.java:59: 5 Unique Traces, 10 Redundant Traces, 5 Preserved, 10 Remained 
StringBuilder_ThreadSafe @ AsyncUnicodeHandlingTest.java:85: 1 Unique Traces, 14 Redundant Traces, 1 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ Base64BinaryParsingTest.java:349: 1 Unique Traces, 9 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ Base64BinaryParsingTest.java:352: 1 Unique Traces, 9 Redundant Traces, 1 Preserved, 9 Remained 
StringBuilder_ThreadSafe @ Base64BinaryParsingTest.java:355: 1 Unique Traces, 19 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ Base64CodecTest.java:97: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ Base64CodecTest.java:99: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ Base64CodecTest.java:101: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ Base64CodecTest.java:103: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ Base64CodecTest.java:118: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ Base64GenerationTest.java:190: 1 Unique Traces, 7 Redundant Traces, 1 Preserved, 6 Remained 
StringBuilder_ThreadSafe @ Base64Variant.java:158: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ Base64Variant.java:426: 8 Unique Traces, 8 Redundant Traces, 8 Preserved, 8 Remained 
StringBuilder_ThreadSafe @ Base64Variant.java:463: 2 Unique Traces, 6 Redundant Traces, 2 Preserved, 6 Remained 
StringBuilder_ThreadSafe @ Base64Variant.java:568: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ Base64Variant.java:843: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ Base64Variants.java:92: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ Base64Variants.java:138: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ Base64Variants.java:140: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ BasicParserFilteringTest.java:134: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ BigDecimalParserTest.java:71: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ BigDecimalParserTest.java:78: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ BigIntegerParser.java:24: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ BigIntegerParser.java:25: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ BigIntegerParser.java:35: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ BigIntegerParser.java:36: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ BigIntegerParserTest.java:50: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ BoundsChecksWithGeneratorTest.java:125: 1 Unique Traces, 23 Redundant Traces, 1 Preserved, 8 Remained 
StringBuilder_ThreadSafe @ BoundsChecksWithGeneratorTest.java:202: 1 Unique Traces, 35 Redundant Traces, 1 Preserved, 35 Remained 
StringBuilder_ThreadSafe @ BoundsChecksWithGeneratorTest.java:273: 1 Unique Traces, 23 Redundant Traces, 1 Preserved, 9 Remained 
StringBuilder_ThreadSafe @ BoundsChecksWithJsonFactoryTest.java:61: 1 Unique Traces, 5 Redundant Traces, 1 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ BoundsChecksWithJsonFactoryTest.java:108: 1 Unique Traces, 5 Redundant Traces, 1 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ CharTypes.java:296: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ CharTypes.java:299: 4 Unique Traces, 1 Redundant Traces, 4 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ CharsToNameCanonicalizer.java:787: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ CommentParsingTest.java:161: 1 Unique Traces, 59 Redundant Traces, 1 Preserved, 28 Remained 
StringBuilder_ThreadSafe @ CommentParsingTest.java:202: 1 Unique Traces, 8 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ ContentReference.java:309: 1 Unique Traces, 934 Redundant Traces, 1 Preserved, 75 Remained 
StringBuilder_ThreadSafe @ ContentReference.java:311: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ContentReference.java:327: 11 Unique Traces, 9 Redundant Traces, 6 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ DataFormatDetector.java:184: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ DeeplyNestedContentReadTest.java:76: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ DefaultPrettyPrinter.java:369: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ DefaultPrettyPrinterTest.java:25: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ DelegatesTest.java:456: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ DoubleToDecimalTest.java:53: 1 Unique Traces, 632 Redundant Traces, 1 Preserved, 42 Remained 
StringBuilder_ThreadSafe @ ErrorReportConfigurationTest.java:291: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ ErrorReportConfigurationTest.java:324: 2 Unique Traces, 8 Redundant Traces, 2 Preserved, 8 Remained 
StringBuilder_ThreadSafe @ FloatToDecimalTest.java:56: 1 Unique Traces, 83 Redundant Traces, 1 Preserved, 13 Remained 
StringBuilder_ThreadSafe @ Fuzz51806JsonPointerParse818Test.java:56: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ GeneratorBasicTest.java:53: 1 Unique Traces, 11 Redundant Traces, 1 Preserved, 11 Remained 
StringBuilder_ThreadSafe @ GeneratorBasicTest.java:378: 1 Unique Traces, 103 Redundant Traces, 1 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ GeneratorBasicTest.java:380: 1 Unique Traces, 103 Redundant Traces, 1 Preserved, 23 Remained 
StringBuilder_ThreadSafe @ GeneratorBasicTest.java:434: 1 Unique Traces, 67 Redundant Traces, 1 Preserved, 15 Remained 
StringBuilder_ThreadSafe @ GeneratorBasicTest.java:435: 1 Unique Traces, 67 Redundant Traces, 1 Preserved, 10 Remained 
StringBuilder_ThreadSafe @ GeneratorMiscTest.java:199: 1 Unique Traces, 1799999 Redundant Traces, 1 Preserved, 10000 Remained 
StringBuilder_ThreadSafe @ GeneratorMiscTest.java:203: 1 Unique Traces, 539999 Redundant Traces, 1 Preserved, 9999 Remained 
StringBuilder_ThreadSafe @ GeneratorMiscTest.java:223: 1 Unique Traces, 1799999 Redundant Traces, 1 Preserved, 10000 Remained 
StringBuilder_ThreadSafe @ GeneratorMiscTest.java:227: 1 Unique Traces, 539999 Redundant Traces, 1 Preserved, 9999 Remained 
StringBuilder_ThreadSafe @ JUnit5TestBase.java:341: 1 Unique Traces, 221 Redundant Traces, 1 Preserved, 17 Remained 
StringBuilder_ThreadSafe @ JUnit5TestBase.java:383: 4 Unique Traces, 63996 Redundant Traces, 1 Preserved, 3108 Remained 
StringBuilder_ThreadSafe @ JsonGenerator.java:1871: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ JsonLocation.java:303: 4 Unique Traces, 1132 Redundant Traces, 2 Preserved, 61 Remained 
StringBuilder_ThreadSafe @ JsonLocationTest.java:70: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ JsonLocationTest.java:79: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ JsonLocationTest.java:82: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ JsonPointer.java:306: 18 Unique Traces, 266 Redundant Traces, 9 Preserved, 23 Remained 
StringBuilder_ThreadSafe @ JsonPointer.java:441: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ JsonPointer.java:475: 3 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ JsonPointer.java:500: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ JsonPointer.java:646: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ JsonPointer.java:804: 4 Unique Traces, 6248 Redundant Traces, 2 Preserved, 320 Remained 
StringBuilder_ThreadSafe @ JsonPointer.java:829: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ JsonPointer1328Test.java:39: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ JsonProcessingException.java:131: 1 Unique Traces, 1074 Redundant Traces, 1 Preserved, 51 Remained 
StringBuilder_ThreadSafe @ JsonProcessingException.java:145: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ JsonReadContext.java:250: 1 Unique Traces, 48 Redundant Traces, 1 Preserved, 48 Remained 
StringBuilder_ThreadSafe @ JsonStreamContext.java:343: 1 Unique Traces, 5 Redundant Traces, 1 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ JsonStreamContext.java:346: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ JsonStreamContext.java:352: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ JsonStringEncoder.java:281: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ JsonStringEncoder.java:295: 2 Unique Traces, 0 Redundant Traces, 2 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ JsonWriteContext.java:262: 1 Unique Traces, 7 Redundant Traces, 1 Preserved, 7 Remained 
StringBuilder_ThreadSafe @ LargeDocReadTest.java:117: 2 Unique Traces, 4 Redundant Traces, 2 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ LargeDocReadTest.java:129: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ LargeNameReadTest.java:101: 2 Unique Traces, 5 Redundant Traces, 2 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ LargeNumberReadTest.java:122: 1 Unique Traces, 27 Redundant Traces, 1 Preserved, 25 Remained 
StringBuilder_ThreadSafe @ LargeNumberWriteTest.java:39: 1 Unique Traces, 5 Redundant Traces, 1 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ LargeNumberWriteTest.java:48: 1 Unique Traces, 5 Redundant Traces, 1 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ LocationOfError1173Test.java:240: 1 Unique Traces, 29 Redundant Traces, 1 Preserved, 9 Remained 
StringBuilder_ThreadSafe @ LocationOfError1173Test.java:244: 1 Unique Traces, 14 Redundant Traces, 1 Preserved, 14 Remained 
StringBuilder_ThreadSafe @ LocationOfError1173Test.java:248: 1 Unique Traces, 44 Redundant Traces, 1 Preserved, 25 Remained 
StringBuilder_ThreadSafe @ LocationOffsetsTest.java:256: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ LocationOffsetsTest.java:317: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ NextXxxAccessTest.java:492: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ NextXxxAccessTest.java:538: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ NextXxxAccessTest.java:548: 1 Unique Traces, 1082487 Redundant Traces, 1 Preserved, 9999 Remained 
StringBuilder_ThreadSafe @ NextXxxAccessTest.java:560: 1 Unique Traces, 1082487 Redundant Traces, 1 Preserved, 10000 Remained 
StringBuilder_ThreadSafe @ NonBlockingUtf8JsonParserBase.java:394: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ NonBlockingUtf8JsonParserBase.java:531: 1 Unique Traces, 2 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ NonBlockingUtf8JsonParserBase.java:670: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ NonBlockingUtf8JsonParserBase.java:925: 1 Unique Traces, 23 Redundant Traces, 1 Preserved, 7 Remained 
StringBuilder_ThreadSafe @ NonStandardParserFeaturesTest.java:111: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ NonStandardParserFeaturesTest.java:144: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ NonStandardUnquotedNamesTest.java:121: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ NonStandardUnquotedNamesTest.java:143: 1 Unique Traces, 4199 Redundant Traces, 1 Preserved, 239 Remained 
StringBuilder_ThreadSafe @ NumberCoercionTest.java:95: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ NumberCoercionTest.java:108: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ NumberDeferredReadTest.java:83: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ NumberInputTest.java:41: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ NumberOutputTest.java:111: 1 Unique Traces, 251017 Redundant Traces, 1 Preserved, 9999 Remained 
StringBuilder_ThreadSafe @ NumberOutputTest.java:125: 1 Unique Traces, 678006 Redundant Traces, 1 Preserved, 10000 Remained 
StringBuilder_ThreadSafe @ NumberOverflowTest.java:27: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ NumberOverflowTest.java:32: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ NumberOverflowTest.java:33: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ NumberOverflowTest.java:43: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ NumberOverflowTest.java:44: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ NumberParsingTest.java:78: 1 Unique Traces, 47 Redundant Traces, 1 Preserved, 47 Remained 
StringBuilder_ThreadSafe @ NumberParsingTest.java:85: 1 Unique Traces, 47 Redundant Traces, 1 Preserved, 22 Remained 
StringBuilder_ThreadSafe @ NumberParsingTest.java:122: 1 Unique Traces, 47 Redundant Traces, 1 Preserved, 15 Remained 
StringBuilder_ThreadSafe @ NumberParsingTest.java:136: 1 Unique Traces, 47 Redundant Traces, 1 Preserved, 15 Remained 
StringBuilder_ThreadSafe @ NumberParsingTest.java:137: 1 Unique Traces, 47 Redundant Traces, 1 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ NumberParsingTest.java:143: 1 Unique Traces, 47 Redundant Traces, 1 Preserved, 8 Remained 
StringBuilder_ThreadSafe @ NumberParsingTest.java:277: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ NumberParsingTest.java:309: 1 Unique Traces, 7 Redundant Traces, 1 Preserved, 2 Remained 
StringBuilder_ThreadSafe @ NumberParsingTest.java:314: 1 Unique Traces, 7 Redundant Traces, 1 Preserved, 7 Remained 
StringBuilder_ThreadSafe @ NumberParsingTest.java:338: 1 Unique Traces, 9 Redundant Traces, 1 Preserved, 8 Remained 
StringBuilder_ThreadSafe @ NumberParsingTest.java:431: 1 Unique Traces, 9 Redundant Traces, 1 Preserved, 6 Remained 
StringBuilder_ThreadSafe @ NumberParsingTest.java:451: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ NumberParsingTest.java:457: 1 Unique Traces, 9 Redundant Traces, 1 Preserved, 9 Remained 
StringBuilder_ThreadSafe @ NumberParsingTest.java:476: 1 Unique Traces, 19 Redundant Traces, 1 Preserved, 14 Remained 
StringBuilder_ThreadSafe @ NumberParsingTest.java:501: 1 Unique Traces, 9 Redundant Traces, 1 Preserved, 9 Remained 
StringBuilder_ThreadSafe @ NumberParsingTest.java:587: 1 Unique Traces, 129 Redundant Traces, 1 Preserved, 20 Remained 
StringBuilder_ThreadSafe @ NumberParsingTest.java:589: 1 Unique Traces, 129 Redundant Traces, 1 Preserved, 98 Remained 
StringBuilder_ThreadSafe @ NumberParsingTest.java:602: 1 Unique Traces, 129 Redundant Traces, 1 Preserved, 20 Remained 
StringBuilder_ThreadSafe @ NumberParsingTest.java:736: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ NumberParsingTest.java:742: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ NumberParsingTest.java:789: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ NumberParsingTest.java:800: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ NumberParsingTest.java:817: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ NumberParsingTest.java:870: 1 Unique Traces, 55 Redundant Traces, 1 Preserved, 6 Remained 
StringBuilder_ThreadSafe @ NumberParsingTest.java:974: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ NumberParsingTest.java:1064: 1 Unique Traces, 55 Redundant Traces, 1 Preserved, 55 Remained 
StringBuilder_ThreadSafe @ ParserBase.java:1379: 1 Unique Traces, 10 Redundant Traces, 1 Preserved, 10 Remained 
StringBuilder_ThreadSafe @ ParserBase.java:1408: 1 Unique Traces, 15 Redundant Traces, 1 Preserved, 10 Remained 
StringBuilder_ThreadSafe @ ParserBase.java:1522: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ ParserBase.java:1527: 1 Unique Traces, 4 Redundant Traces, 1 Preserved, 4 Remained 
StringBuilder_ThreadSafe @ ParserDupHandlingTest.java:149: 1 Unique Traces, 47 Redundant Traces, 1 Preserved, 46 Remained 
StringBuilder_ThreadSafe @ ParserErrorHandlingTest.java:76: 1 Unique Traces, 47 Redundant Traces, 1 Preserved, 42 Remained 
StringBuilder_ThreadSafe @ ParserErrorHandlingTest.java:93: 1 Unique Traces, 47 Redundant Traces, 1 Preserved, 36 Remained 
StringBuilder_ThreadSafe @ ParserFeatureDefaultsTest.java:156: 1 Unique Traces, 18 Redundant Traces, 1 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ ParserFeaturesTest.java:126: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ParserMinimalBase.java:641: 1 Unique Traces, 31 Redundant Traces, 1 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ ParserMinimalBase.java:655: 1 Unique Traces, 38 Redundant Traces, 1 Preserved, 9 Remained 
StringBuilder_ThreadSafe @ ParserMinimalBase.java:739: 1 Unique Traces, 362 Redundant Traces, 1 Preserved, 35 Remained 
StringBuilder_ThreadSafe @ ParserMinimalBase.java:759: 1 Unique Traces, 58 Redundant Traces, 1 Preserved, 31 Remained 
StringBuilder_ThreadSafe @ ParserMinimalBase.java:771: 1 Unique Traces, 5 Redundant Traces, 1 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ ParserMinimalBase.java:806: 1 Unique Traces, 23 Redundant Traces, 1 Preserved, 17 Remained 
StringBuilder_ThreadSafe @ ParserMinimalBase.java:809: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ParserMinimalBase.java:811: 1 Unique Traces, 428 Redundant Traces, 1 Preserved, 25 Remained 
StringBuilder_ThreadSafe @ PerfBigDecimalParser967Test.java:26: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ PrettyPrinterTest.java:32: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ PrettyPrinterTest.java:39: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ PrettyPrinterTest.java:235: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ PrettyPrinterTest.java:241: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ RawStringWriteTest.java:173: 13 Unique Traces, 749 Redundant Traces, 13 Preserved, 749 Remained 
StringBuilder_ThreadSafe @ RawValueWithSurrogatesTest.java:79: 97 Unique Traces, 97 Redundant Traces, 97 Preserved, 97 Remained 
StringBuilder_ThreadSafe @ ReaderBasedJsonParser.java:469: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ReaderBasedJsonParser.java:476: 1 Unique Traces, 5 Redundant Traces, 1 Preserved, 5 Remained 
StringBuilder_ThreadSafe @ ReaderBasedJsonParser.java:1746: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ReaderBasedJsonParser.java:2051: 1 Unique Traces, 19 Redundant Traces, 1 Preserved, 8 Remained 
StringBuilder_ThreadSafe @ ReaderBasedJsonParser.java:2054: 1 Unique Traces, 27 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ ReaderBasedJsonParser.java:2372: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ ReaderBasedJsonParser.java:2429: 1 Unique Traces, 3 Redundant Traces, 1 Preserved, 3 Remained 
StringBuilder_ThreadSafe @ ReaderBasedJsonParser.java:3011: 11 Unique Traces, 24 Redundant Traces, 11 Preserved, 24 Remained 
StringBuilder_ThreadSafe @ RequestPayloadOnExceptionTest.java:69: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ RequestPayloadOnExceptionTest.java:78: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ RequestPayloadOnExceptionTest.java:84: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ RequestPayloadOnExceptionTest.java:93: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ RequestPayloadOnExceptionTest.java:99: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ RequestPayloadOnExceptionTest.java:108: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ RequestPayloadOnExceptionTest.java:114: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ RequestPayloadOnExceptionTest.java:127: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ RequestPayloadOnExceptionTest.java:141: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ RequestPayloadOnExceptionTest.java:150: 1 Unique Traces, 1 Redundant Traces, 1 Preserved, 1 Remained 
StringBuilder_ThreadSafe @ SegmentedStringWriterTest.java:23: 1 Unique Traces, 0 Redundant Traces, 1 Preserved, 0 Remained 
StringBuilder_ThreadSafe @ SegmentedStringWriterTest.java:33: 1 Unique Traces, 8 Redundant Traces, 1 Preserved, 8 Remained 
